web-scraper-order,web-scraper-start-url,basecat-link,basecat-link-href,subcat-link,subcat-link-href,product-links,product-links-href,itemname,price,oldprice,savings,offer,supplier,cat2,cat3,cat4,cat5,cat6,cat7
"1595480615-1178","https://www.noon.com/uae-en/grocery","","https://www.noon.com/uae-en/grocery-store/beverages-16314?f[is_fbn]=1","Water","https://www.noon.com/uae-en/grocery-store/beverages-16314/water-22803","Mai Dubai Alkaline Zero Sodium 1.5L Pack of 6 AED 9.65","https://www.noon.com/uae-en/alkaline-zero-sodium-1-5l-pack-of-6/N35880987A/p?o=ed38e197a38c31bc","Alkaline Zero Sodium 1.5L Pack of 6","9.65","null","null","null","Noon Grocery","Grocery","Beverages","Water","null","null","null"
"1595477280-476","https://www.noon.com/uae-en/grocery","","https://www.noon.com/uae-en/beauty-and-health/beauty/personal-care-16343?f[is_fbn]=1","","https://www.noon.com/uae-en/beauty-and-health/beauty/personal-care-16343/bath-and-body?f[is_fbn]=1","Vichy 48 Hour Intensive  Anti-Perspirant Roll-On… AED 57.91AED 7220% Off","https://www.noon.com/uae-en/48-hour-intensive-anti-perspirant-roll-on-50ml/N11294529A/p?o=a74971b1dc93972a","48 Hour Intensive  Anti-Perspirant Roll-On 50ml","57.91","72.45","14.54","20% Off","noon","Beauty & Health","Beauty & Fragrance","Personal Care","Deodorants & Antiperspirants","null","null"
"1595479443-902","https://www.noon.com/uae-en/grocery","","https://www.noon.com/uae-en/grocery-store/canned-dry-and-packaged-foods","Rice & Grains","https://www.noon.com/uae-en/grocery-store/dried-beans-grains-and-rice","Nutrizain Brown Jasmine Rice 2kg AED 11.50AED 1628% Off","https://www.noon.com/uae-en/brown-jasmine-rice-2kg/N32660956A/p?o=e53fb5c4537fbfab","Brown Jasmine Rice 2kg","11.50","16.00","4.50","28% Off","BAGASON GROUP","Grocery","Dried Beans, Grains & Rice","Rice","Raw Rice","null","null"
"1595477195-450","https://www.noon.com/uae-en/grocery","","https://www.noon.com/uae-en/beauty-and-health/beauty/personal-care-16343?f[is_fbn]=1","","https://www.noon.com/uae-en/beauty-and-health/beauty/personal-care-16343/bath-and-body?f[is_fbn]=1","Dove 4-Piece Beauty Cream Bar Soap 540g AED 22.00AED 2614% Off","https://www.noon.com/uae-en/4-piece-beauty-cream-bar-soap-540g/N15016663A/p?o=b089531a07e88d6c","4-Piece Beauty Cream Bar Soap 540g","22.00","25.65","3.65","14% Off","Cosmetics Campaign","Beauty & Health","Beauty & Fragrance","Personal Care","Bath & Body","Soaps","null"
"1595477352-487","https://www.noon.com/uae-en/grocery","","https://www.noon.com/uae-en/beauty-and-health/beauty/personal-care-16343?f[is_fbn]=1","","https://www.noon.com/uae-en/beauty-and-health/beauty/hair-care?f[is_fbn]=1","Geepas Hair Dryer Red AED 39.00AED 15274% Off","https://www.noon.com/uae-en/hair-dryer-red/N11265658A/p?o=cfd90d90a44a6f2f","Hair Dryer Red","39.00","152.00","113.00","74% Off","Western International","Beauty & Health","Beauty & Fragrance","Hair Care","Styling Tools","Hair Dryers","null"
"1595476677-284","https://www.noon.com/uae-en/grocery","","https://www.noon.com/uae-en/beauty-and-health/beauty/personal-care-16343?f[is_fbn]=1","","https://www.noon.com/uae-en/beauty-and-health/beauty/personal-care-16343/feminine-care","always Super Sanitary Pads 60-Pads AED 27.55AED 28","https://www.noon.com/uae-en/super-sanitary-pads-60-pads/N12834560A/p?o=bcf60bf6910846ce","Super Sanitary Pads 60-Pads","27.55","28.00","0.45","21% Off","Noon Grocery","Beauty & Health","Beauty & Fragrance","Personal Care","Feminine Care","Sanitary Napkins","null"
"1595475773-22","https://www.noon.com/uae-en/grocery","","https://www.noon.com/uae-en/pet-supplies?f[is_fbn]=1","Pet Accessories","https://www.noon.com/uae-en/pets-accessories","OUTAD 3 In 1 Unique Design Aquarium Decoration… AED 19.90AED 4757% Off","https://www.noon.com/uae-en/3-in-1-unique-design-aquarium-decoration-orange-green-95x60x82millimeter/N13246552A/p?o=bbd305f95dfb77ca","3 In 1 Unique Design Aquarium Decoration Orange/Green 95x60x82millimeter","19.90","47.00","27.10","57% Off","FRIEET","Pet Supplies","Fish & Aquatic Pets","null","null","null","null"
"1595476626-272","https://www.noon.com/uae-en/grocery","","https://www.noon.com/uae-en/beauty-and-health/beauty/personal-care-16343?f[is_fbn]=1","","https://www.noon.com/uae-en/beauty-and-health/beauty/personal-care-16343/feminine-care","always Maxi Thick, Large Sanitary Pads, 30 Count AED 15.25AED 1710% Off","https://www.noon.com/uae-en/maxi-thick-large-sanitary-pads-30-count/N11295122A/p?o=ee9da4720c9ab15c","Maxi Thick, Large Sanitary Pads, 30 Count","15.25","17.07","1.82","10% Off","Noon Grocery","Beauty & Health","Beauty & Fragrance","Personal Care","Feminine Care","Sanitary Napkins","null"
"1595477019-387","https://www.noon.com/uae-en/grocery","","https://www.noon.com/uae-en/beauty-and-health/beauty/personal-care-16343?f[is_fbn]=1","","https://www.noon.com/uae-en/beauty-and-health/beauty/personal-care-16343/oral-hygiene?f[is_fbn]=1","Oral B Replacement Brush Heads, 2 Pieces Multicolour… AED 38.95","https://www.noon.com/uae-en/replacement-brush-heads-2-pieces-multicolour/N12277106A/p?o=d2ab98a89bea96fc","Replacement Brush Heads, 2 Pieces Multicolour","38.95","null","null","null","Noon Grocery","Beauty & Health","Beauty & Fragrance","Personal Care","Oral Hygiene","Power Toothbrushes","null"
"1595476366-194","https://www.noon.com/uae-en/grocery","","https://www.noon.com/uae-en/pet-supplies?f[is_fbn]=1","Cat Food","https://www.noon.com/uae-en/pet-supplies/cats-16737/food-20631","Royal Canin Mother And Babycat Food 2kg AED 107.00","https://www.noon.com/uae-en/mother-and-babycat-food-2kg/N26720829A/p?o=c36592023399a91f","Mother And Babycat Food 2kg","107.00","null","null","null","omypets","Pet Supplies","Cats","Food","null","null","null"
"1595475804-31","https://www.noon.com/uae-en/grocery","","https://www.noon.com/uae-en/pet-supplies?f[is_fbn]=1","Pet Accessories","https://www.noon.com/uae-en/pets-accessories","WATER STRIDER Submersible Water Pump… AED 28.80","https://www.noon.com/uae-en/submersible-water-pump-for-aquarium-tabletop-fountains-black-11x7-5x8centimeter/N23971938A/p?o=c3aa30fdbe3afabd","Submersible Water Pump For Aquarium Tabletop Fountains Black 11x7.5x8centimeter","28.80","null","null","60% Off","FRIEET","Pet Supplies","Fish & Aquatic Pets","null","null","null","null"
"1595477425-509","https://www.noon.com/uae-en/grocery","","https://www.noon.com/uae-en/beauty-and-health/beauty/personal-care-16343?f[is_fbn]=1","","https://www.noon.com/uae-en/beauty-and-health/beauty/hair-care?f[is_fbn]=1","L'Oreal Paris Elvive Dream Long Shampoo 400ml AED 16.30AED 2018% Off","https://www.noon.com/uae-en/elvive-dream-long-shampoo-400ml/N29782334A/p?o=a5ce4735fc2b48fb","Elvive Dream Long Shampoo 400ml","16.30","20.11","3.81","18% Off","L’OREAL PARIS : The Official Store","Beauty & Health","Beauty & Fragrance","Hair Care","Shampoos & Conditioners","Shampoos","null"
"1595478080-654","https://www.noon.com/uae-en/grocery","","https://www.noon.com/uae-en/grocery-store/home-care-and-cleaning?f[is_fbn]=1","Paper, Plastic & Wraps","https://www.noon.com/uae-en/grocery-store/home-care-and-cleaning/paper-plastic-wraps?f[is_fbn]=1","Fine Paper Towel Mega Roll 325 Meters, Pack Of 2,… AED 22.80AED 23","https://www.noon.com/uae-en/paper-towel-mega-roll-325-meters-pack-of-2-3000-sheets-1500-sheets/N11049557A/p?o=de99df7cfa1014eb","Paper Towel Mega Roll 325 Meters, Pack Of 2, 3000 Sheets 1500 Sheets","22.80","23.00","0.20","null","Noon Grocery","Grocery","Home Care & Cleaning","Paper, Plastic & Wraps","Paper Towels","null","null"
"1595478153-674","https://www.noon.com/uae-en/grocery","","https://www.noon.com/uae-en/grocery-store/home-care-and-cleaning?f[is_fbn]=1","Paper, Plastic & Wraps","https://www.noon.com/uae-en/grocery-store/home-care-and-cleaning/paper-plastic-wraps?f[is_fbn]=1","New on noonHala Facial Tissue Box - 2 Ply 150 Sheets Pack of 5… AED 12.80AED 148% Off","https://www.noon.com/uae-en/facial-tissue-box-2-ply-150-sheets-pack-of-5-white/N33868789A/p?o=b8fe98bda91b031b","Facial Tissue Box - 2 Ply 150 Sheets Pack of 5 White","12.80","14.00","1.20","8% Off","Noon Grocery","Grocery","Home Care & Cleaning","Paper, Plastic & Wraps","Facial Tissues","null","null"
"1595475988-66","https://www.noon.com/uae-en/grocery","","https://www.noon.com/uae-en/pet-supplies?f[is_fbn]=1","Fish & Acquatic Pet Essentials","https://www.noon.com/uae-en/pet-supplies/fish-and-aquatic-pets","JBL Biotopol Plus 250ml AED 40.00","https://www.noon.com/uae-en/biotopol-plus-250ml/N26001837A/p?o=b98080cf7c94ddfb","Biotopol Plus 250ml","40.00","null","null","null","petsmart-ae","Pet Supplies","Fish & Aquatic Pets","null","null","null","null"
"1595477832-585","https://www.noon.com/uae-en/grocery","","https://www.noon.com/uae-en/grocery-store/home-care-and-cleaning?f[is_fbn]=1","Air Fresheners","https://www.noon.com/uae-en/grocery-store/home-care-and-cleaning/grocery-air-fresheners?f[is_fbn]=1","AIR WICK Air Freshener Aerosol  Freshmatic Refill -… AED 30.90","https://www.noon.com/uae-en/air-freshener-aerosol-freshmatic-refill-fruit-cocktail-250ml/N12276537A/p?o=da8ca0225ebfdf9e","Air Freshener Aerosol  Freshmatic Refill - Fruit Cocktail 250ml","30.90","null","null","null","Noon Grocery","Home & Kitchen","Home Decor","Home Fragrance","Fragrant Room Sprays","null","null"
"1595477546-546","https://www.noon.com/uae-en/grocery","","https://www.noon.com/uae-en/beauty-and-health/beauty/personal-care-16343?f[is_fbn]=1","","https://www.noon.com/uae-en/beauty","DAVIDOFF Cool Water EDT 125ml AED 49.90","https://www.noon.com/uae-en/cool-water-edt-125ml/N11200643A/p?o=10c2a1e5f1c0188b","Cool Water EDT 125ml","49.90","null","null","null","noon","Beauty & Health","Beauty & Fragrance","Fragrance","null","null","null"
"1595479330-874","https://www.noon.com/uae-en/grocery","","https://www.noon.com/uae-en/grocery-store/canned-dry-and-packaged-foods","Spices & Seasonings","https://www.noon.com/uae-en/grocery-store/Herbs%20&%20Spices","ORGANIC SPICES Chia Seed 300g AED 15.00","https://www.noon.com/uae-en/chia-seed-300g/N30157976A/p?o=fbfc177fbebd410e","Chia Seed 300g","15.00","null","null","null","ORGANIC SPICES LLC","Grocery","Herbs & Spices","Herbs & Seasoning","null","null","null"
"1595479766-987","https://www.noon.com/uae-en/grocery","","https://www.noon.com/uae-en/grocery-store/canned-dry-and-packaged-foods","Canned Food","https://www.noon.com/uae-en/grocery-store/canned-dry-and-packaged-foods/canned-and-jarred-food","Nutrizain Soya Chunks (Soya Wadi/Nuggets) 240g AED 3.95AED 520% Off","https://www.noon.com/uae-en/soya-chunks-soya-wadi-nuggets-240g/N29209451A/p?o=ac751fda3055204f","Soya Chunks (Soya Wadi/Nuggets) 240g","3.95","5.00","1.05","20% Off","BAGASON GROUP","Grocery","Canned, Dry & Packaged Food","Canned & Jarred Food","Canned Vegetables","null","null"
"1595477412-505","https://www.noon.com/uae-en/grocery","","https://www.noon.com/uae-en/beauty-and-health/beauty/personal-care-16343?f[is_fbn]=1","","https://www.noon.com/uae-en/beauty-and-health/beauty/hair-care?f[is_fbn]=1","Cantu Shea Butter Leave-In Conditioning Hair Repair… AED 24.90AED 25","https://www.noon.com/uae-en/shea-butter-leave-in-conditioning-hair-repair-cream-16ounce/N21254222A/p?o=af44fd2016dd065e","Shea Butter Leave-In Conditioning Hair Repair Cream 16ounce","24.90","25.00","0.10","26% Off","Cosmetics Campaign","Beauty & Health","Beauty & Fragrance","Hair Care","Hair & Scalp Treatments","Leave-In Treatment","null"
"1595479779-990","https://www.noon.com/uae-en/grocery","","https://www.noon.com/uae-en/grocery-store/canned-dry-and-packaged-foods","Pasta & Noodles","https://www.noon.com/uae-en/grocery-store/pasta-and-noodles","Barilla Gluten-Free Barilla Tortiglioni Pasta 400g AED 16.80","https://www.noon.com/uae-en/gluten-free-barilla-tortiglioni-pasta-400g/N14352634A/p?o=c686e152fd9e0a7e","Gluten-Free Barilla Tortiglioni Pasta 400g","16.80","null","null","null","Union Coop","Grocery","Pasta & Noodles","Pasta","Pasta Macaroni","null","null"
"1595477341-485","https://www.noon.com/uae-en/grocery","","https://www.noon.com/uae-en/beauty-and-health/beauty/personal-care-16343?f[is_fbn]=1","","https://www.noon.com/uae-en/beauty-and-health/beauty/hair-care?f[is_fbn]=1","Cantu Sulfate-Free Hydrating Cream Conditioner 400ml AED 22.00AED 6365% Off","https://www.noon.com/uae-en/sulfate-free-hydrating-cream-conditioner-400ml/N21254197A/p?o=d4fcc1a8c5529d2d","Sulfate-Free Hydrating Cream Conditioner 400ml","22.00","63.00","41.00","65% Off","Cosmetics Campaign","Beauty & Health","Beauty & Fragrance","Hair Care","Shampoos & Conditioners","Conditioners","null"
"1595478172-680","https://www.noon.com/uae-en/grocery","","https://www.noon.com/uae-en/grocery-store/home-care-and-cleaning?f[is_fbn]=1","Paper, Plastic & Wraps","https://www.noon.com/uae-en/grocery-store/home-care-and-cleaning/paper-plastic-wraps?f[is_fbn]=1","Selpak Super Absorbent Kitchen Paper Towel 80… AED 14.50AED 2025% Off","https://www.noon.com/uae-en/super-absorbent-kitchen-paper-towel-80-sheets-x-3ply-pack-of-4-rolls-25/N30297916A/p?o=f66109d310ce8e7d","Super Absorbent Kitchen Paper Towel 80 Sheets x 3ply, Pack of 4 Rolls @25%","14.50","19.53","5.03","25% Off","Noon Grocery","Grocery","Home Care & Cleaning","Paper, Plastic & Wraps","Paper Towels","null","null"
"1595480522-1155","https://www.noon.com/uae-en/grocery","","https://www.noon.com/uae-en/grocery-store/beverages-16314?f[is_fbn]=1","Water","https://www.noon.com/uae-en/grocery-store/beverages-16314/water-22803","BLK Premium Alkaline Mineral Water 500ml AED 10.20","https://www.noon.com/uae-en/premium-alkaline-mineral-water-500ml/N29099834A/p?o=ba186b7f97596c5c","Premium Alkaline Mineral Water 500ml","10.20","null","null","null","Gallery Dubai","Grocery","Beverages","Water","Packaged Water","null","null"
"1595476349-188","https://www.noon.com/uae-en/grocery","","https://www.noon.com/uae-en/pet-supplies?f[is_fbn]=1","Cat Food","https://www.noon.com/uae-en/pet-supplies/cats-16737/food-20631","Purina Friskies Friskies Seafood Sensations Cat Dry… AED 9.45","https://www.noon.com/uae-en/friskies-seafood-sensations-cat-dry-food-459g/N14503841A/p?o=d4435fe5a3a3e64d","Friskies Seafood Sensations Cat Dry Food 459g","9.45","null","null","null","Spinneys Dubai LLC","Pet Supplies","Cats","Food","null","null","null"
"1595478256-703","https://www.noon.com/uae-en/grocery","","https://www.noon.com/uae-en/grocery-store/home-care-and-cleaning?f[is_fbn]=1","Household Essentials","https://www.noon.com/uae-en/grocery-store/home-care-and-cleaning/household-cleaners?f[is_fbn]=1","Anosan Natural Surface Disinfectant 1L AED 48.00AED 5817% Off","https://www.noon.com/uae-en/natural-surface-disinfectant-1l/N25508310A/p?o=e01c9a4d9880d4ad","Natural Surface Disinfectant 1L","48.00","58.00","10.00","17% Off","Al Kubaraa Veterinary Medicines Trading LLC Dubai","Grocery","Home Care & Cleaning","Household Cleaners","Kitchen Cleaners","null","null"
"1595480465-1142","https://www.noon.com/uae-en/grocery","","https://www.noon.com/uae-en/grocery-store/beverages-16314?f[is_fbn]=1","Water","https://www.noon.com/uae-en/grocery-store/beverages-16314/water-22803","S.Pellegrino Natural Sparkling Mineral Water… AED 23.00AED 3534% Off","https://www.noon.com/uae-en/natural-sparkling-mineral-water-250ml-pack-of-6/N25259785A/p?o=b020af7908342bfe","Natural Sparkling Mineral Water 250ml Pack of 6","23.00","35.00","12.00","34% Off","AAL JAAFAR TRADING COMPANY","Grocery","Beverages","Water","Sparkling Water","null","null"
"1595477131-426","https://www.noon.com/uae-en/grocery","","https://www.noon.com/uae-en/beauty-and-health/beauty/personal-care-16343?f[is_fbn]=1","","https://www.noon.com/uae-en/beauty-and-health/beauty/personal-care-16343/oral-hygiene?f[is_fbn]=1","waterpulse Portable Dental Water Flosser… AED 179.00","https://www.noon.com/uae-en/portable-dental-water-flosser-white-blue-grey-9-9x6-8x23-8centimeter/N36784247A/p?o=feb330d2f749779f","Portable Dental Water Flosser White/Blue/Grey 9.9x6.8x23.8centimeter","179.00","null","null","null","Wu Hu L.L.C","Beauty & Health","Beauty & Fragrance","Personal Care","Oral Hygiene","Dental Floss & Flossers","null"
"1595476716-296","https://www.noon.com/uae-en/grocery","","https://www.noon.com/uae-en/beauty-and-health/beauty/personal-care-16343?f[is_fbn]=1","","https://www.noon.com/uae-en/beauty-and-health/beauty/personal-care-16343/shaving-and-hair-removal","Philips Multigroom Series 3000 Hair Trimmer With… AED 109.00AED 17939% Off","https://www.noon.com/uae-en/multigroom-series-3000-hair-trimmer-with-accessory-set-black/N34898195A/p?o=a13f9ffbd7064d8b","Multigroom Series 3000 Hair Trimmer With Accessory Set Black","109.00","179.00","70.00","39% Off","Gulf Electronics","Beauty & Health","Beauty & Fragrance","Personal Care","Shaving & Hair Removal","Men","Trimmers & Clippers"
"1595476050-82","https://www.noon.com/uae-en/grocery","","https://www.noon.com/uae-en/pet-supplies?f[is_fbn]=1","Fish & Acquatic Pet Essentials","https://www.noon.com/uae-en/pet-supplies/fish-and-aquatic-pets","Hikari Micro Pellets Semi-Floating Fish Food… AED 36.75","https://www.noon.com/uae-en/micro-pellets-semi-floating-fish-food-1-58ounce/N37542654A/p?o=edd2ed75382f1b5f","Micro Pellets Semi-Floating Fish Food 1.58ounce","36.75","null","null","null","petsmart-ae","Pet Supplies","Fish & Aquatic Pets","null","null","null","null"
"1595480123-1067","https://www.noon.com/uae-en/grocery","","https://www.noon.com/uae-en/grocery-store/canned-dry-and-packaged-foods","Oils & Dressings","https://www.noon.com/uae-en/grocery-store/canned-dry-and-packaged-foods/oils-vinegars-and-salad-dressings","Vita Coco Coconut Oil 250ml AED 37.50","https://www.noon.com/uae-en/coconut-oil-250ml/N36129233A/p?o=f3bb39a101b6a38e","Coconut Oil 250ml","37.50","null","null","null","Spinneys Dubai LLC","Grocery","Canned, Dry & Packaged Food","Edibles, Oils, Ghee & Salad Dressings","Oils","Blended Cooking Oils","null"
"1595475950-57","https://www.noon.com/uae-en/grocery","","https://www.noon.com/uae-en/pet-supplies?f[is_fbn]=1","Fish & Acquatic Pet Essentials","https://www.noon.com/uae-en/pet-supplies/fish-and-aquatic-pets","ANSELF External Oxygen Pump For Aquarium… AED 26.00","https://www.noon.com/uae-en/external-oxygen-pump-for-aquarium-clear-black-19-5centimeter/N18568276A/p?o=e84317fdaa2dfe3d","External Oxygen Pump For Aquarium Clear/Black 19.5centimeter","26.00","null","null","50% Off","FRIEET","Pet Supplies","Fish & Aquatic Pets","null","null","null","null"
